axial_continuity,body_overlap,boundary_contact,case_id,component_count,error,index_metrics,index_qc_pass,index_score,normalized_centroid_distance,physical_metrics,physical_qc_pass,physical_score,preferred_candidate,qc_status,reviewer,rule_triggered,selected_decision,volume_retention
1.0,1.0,0.0,RUNMC_Case09,1,,"{""axial_continuity"": 1.0, ""body_support_overlap"": 1.0, ""boundary_contact"": 0.0, ""candidate_available"": true, ""component_count"": 1, ""foreground_in_fov"": true, ""foreground_nonempty"": true, ""normalized_centroid_distance"": 0.07088288, ""qc_pass"": true, ""score"": 8.91911712, ""volume_retention"": 1.0}",True,8.91911712,0.07088288,"{""axial_continuity"": 1.0, ""body_support_overlap"": 1.0, ""boundary_contact"": 0.0, ""candidate_available"": true, ""component_count"": 1, ""foreground_in_fov"": true, ""foreground_nonempty"": true, ""normalized_centroid_distance"": 0.07263267, ""qc_pass"": true, ""score"": 8.91736733, ""volume_retention"": 1.0}",True,8.91736733,index_geometry_repair,pass,auto_rule_v1,preferred_index_geometry_repair_passed,index_geometry_repair,1.0
1.0,1.0,0.0,RUNMC_Case10,1,,"{""axial_continuity"": 1.0, ""body_support_overlap"": 1.0, ""boundary_contact"": 0.0, ""candidate_available"": true, ""component_count"": 1, ""foreground_in_fov"": true, ""foreground_nonempty"": true, ""normalized_centroid_distance"": 0.03710632, ""qc_pass"": true, ""score"": 8.95289368, ""volume_retention"": 1.0}",True,8.95289368,0.03710632,"{""axial_continuity"": 1.0, ""body_support_overlap"": 1.0, ""boundary_contact"": 0.0, ""candidate_available"": true, ""component_count"": 1, ""foreground_in_fov"": true, ""foreground_nonempty"": true, ""normalized_centroid_distance"": 0.03917079, ""qc_pass"": true, ""score"": 8.95082921, ""volume_retention"": 1.0}",True,8.95082921,index_geometry_repair,pass,auto_rule_v1,preferred_index_geometry_repair_passed,index_geometry_repair,1.0
1.0,0.99998568,0.0,RUNMC_Case11,1,,"{""axial_continuity"": 1.0, ""body_support_overlap"": 0.99998568, ""boundary_contact"": 0.0, ""candidate_available"": true, ""component_count"": 1, ""foreground_in_fov"": true, ""foreground_nonempty"": true, ""normalized_centroid_distance"": 0.02433921, ""qc_pass"": true, ""score"": 8.96564647, ""volume_retention"": 1.0}",True,8.96564647,0.02433921,"{""axial_continuity"": 1.0, ""body_support_overlap"": 0.99998568, ""boundary_contact"": 0.0, ""candidate_available"": true, ""component_count"": 1, ""foreground_in_fov"": true, ""foreground_nonempty"": true, ""normalized_centroid_distance"": 0.02686624, ""qc_pass"": true, ""score"": 8.96311944, ""volume_retention"": 1.0}",True,8.96311944,index_geometry_repair,pass,auto_rule_v1,preferred_index_geometry_repair_passed,index_geometry_repair,1.0
1.0,1.0,0.02887092,RUNMC_Case12,1,,"{""axial_continuity"": 1.0, ""body_support_overlap"": 1.0, ""boundary_contact"": 0.02887092, ""candidate_available"": true, ""component_count"": 1, ""foreground_in_fov"": true, ""foreground_nonempty"": true, ""normalized_centroid_distance"": 0.03413793, ""qc_pass"": true, ""score"": 8.92699103, ""volume_retention"": 0.99999988}",True,8.92699103,0.03413793,"{""axial_continuity"": 1.0, ""body_support_overlap"": 1.0, ""boundary_contact"": 0.0, ""candidate_available"": true, ""component_count"": 1, ""foreground_in_fov"": true, ""foreground_nonempty"": true, ""normalized_centroid_distance"": 0.03398002, ""qc_pass"": true, ""score"": 8.92714894, ""volume_retention"": 0.97112896}",True,8.92714894,index_geometry_repair,pass,auto_rule_v1,preferred_index_geometry_repair_passed,index_geometry_repair,0.99999988
1.0,1.0,0.0,RUNMC_Case13,1,,"{""axial_continuity"": 1.0, ""body_support_overlap"": 1.0, ""boundary_contact"": 0.0, ""candidate_available"": true, ""component_count"": 1, ""foreground_in_fov"": true, ""foreground_nonempty"": true, ""normalized_centroid_distance"": 0.00988547, ""qc_pass"": true, ""score"": 8.98011453, ""volume_retention"": 1.0}",True,8.98011453,0.00988547,"{""axial_continuity"": 1.0, ""body_support_overlap"": 1.0, ""boundary_contact"": 0.0, ""candidate_available"": true, ""component_count"": 1, ""foreground_in_fov"": true, ""foreground_nonempty"": true, ""normalized_centroid_distance"": 0.00873374, ""qc_pass"": true, ""score"": 8.98126626, ""volume_retention"": 1.0}",True,8.98126626,index_geometry_repair,pass,auto_rule_v1,preferred_index_geometry_repair_passed,index_geometry_repair,1.0
1.0,0.99998009,0.0,RUNMC_Case14,1,,"{""axial_continuity"": 1.0, ""body_support_overlap"": 0.99998009, ""boundary_contact"": 0.0, ""candidate_available"": true, ""component_count"": 1, ""foreground_in_fov"": true, ""foreground_nonempty"": true, ""normalized_centroid_distance"": 0.01706361, ""qc_pass"": true, ""score"": 8.97291641, ""volume_retention"": 0.99999993}",True,8.97291641,0.01706361,"{""axial_continuity"": 1.0, ""body_support_overlap"": 0.99998009, ""boundary_contact"": 0.0, ""candidate_available"": true, ""component_count"": 1, ""foreground_in_fov"": true, ""foreground_nonempty"": true, ""normalized_centroid_distance"": 0.01748106, ""qc_pass"": true, ""score"": 8.97249896, ""volume_retention"": 0.99999993}",True,8.97249896,index_geometry_repair,pass,auto_rule_v1,preferred_index_geometry_repair_passed,index_geometry_repair,0.99999993
1.0,0.99996706,0.0,RUNMC_Case15,1,,"{""axial_continuity"": 1.0, ""body_support_overlap"": 0.99996706, ""boundary_contact"": 0.0, ""candidate_available"": true, ""component_count"": 1, ""foreground_in_fov"": true, ""foreground_nonempty"": true, ""normalized_centroid_distance"": 0.04580322, ""qc_pass"": true, ""score"": 8.94416377, ""volume_retention"": 1.00000007}",True,8.94416377,0.04580322,"{""axial_continuity"": 1.0, ""body_support_overlap"": 0.99996706, ""boundary_contact"": 0.0, ""candidate_available"": true, ""component_count"": 1, ""foreground_in_fov"": true, ""foreground_nonempty"": true, ""normalized_centroid_distance"": 0.0476347, ""qc_pass"": true, ""score"": 8.94233229, ""volume_retention"": 1.00000007}",True,8.94233229,index_geometry_repair,pass,auto_rule_v1,preferred_index_geometry_repair_passed,index_geometry_repair,1.00000007
1.0,0.99999688,0.04851212,RUNMC_Case16,1,,"{""axial_continuity"": 1.0, ""body_support_overlap"": 0.99999688, ""boundary_contact"": 0.04851212, ""candidate_available"": true, ""component_count"": 1, ""foreground_in_fov"": true, ""foreground_nonempty"": true, ""normalized_centroid_distance"": 0.00926966, ""qc_pass"": true, ""score"": 8.9322151, ""volume_retention"": 1.0}",True,8.9322151,0.00926966,"{""axial_continuity"": 1.0, ""body_support_overlap"": 1.0, ""boundary_contact"": 0.02124682, ""candidate_available"": true, ""component_count"": 1, ""foreground_in_fov"": true, ""foreground_nonempty"": true, ""normalized_centroid_distance"": 0.00768161, ""qc_pass"": true, ""score"": 8.9332144, ""volume_retention"": 0.97214282}",True,8.9332144,index_geometry_repair,pass,auto_rule_v1,preferred_index_geometry_repair_passed,index_geometry_repair,1.0
1.0,1.0,0.0,RUNMC_Case17,1,,"{""axial_continuity"": 1.0, ""body_support_overlap"": 1.0, ""boundary_contact"": 0.0, ""candidate_available"": true, ""component_count"": 1, ""foreground_in_fov"": true, ""foreground_nonempty"": true, ""normalized_centroid_distance"": 0.00898165, ""qc_pass"": true, ""score"": 8.98101835, ""volume_retention"": 1.0}",True,8.98101835,0.00898165,"{""axial_continuity"": 1.0, ""body_support_overlap"": 1.0, ""boundary_contact"": 0.0, ""candidate_available"": true, ""component_count"": 1, ""foreground_in_fov"": true, ""foreground_nonempty"": true, ""normalized_centroid_distance"": 0.00755369, ""qc_pass"": true, ""score"": 8.98244631, ""volume_retention"": 1.0}",True,8.98244631,index_geometry_repair,pass,auto_rule_v1,preferred_index_geometry_repair_passed,index_geometry_repair,1.0
1.0,1.0,0.01358478,RUNMC_Case18,1,,"{""axial_continuity"": 1.0, ""body_support_overlap"": 1.0, ""boundary_contact"": 0.01358478, ""candidate_available"": true, ""component_count"": 1, ""foreground_in_fov"": true, ""foreground_nonempty"": true, ""normalized_centroid_distance"": 0.04276177, ""qc_pass"": true, ""score"": 8.93365321, ""volume_retention"": 1.00000024}",True,8.93365321,0.04276177,"{""axial_continuity"": 1.0, ""body_support_overlap"": 0.99999057, ""boundary_contact"": 0.02326393, ""candidate_available"": true, ""component_count"": 1, ""foreground_in_fov"": true, ""foreground_nonempty"": true, ""normalized_centroid_distance"": 0.04026814, ""qc_pass"": true, ""score"": 8.92645826, ""volume_retention"": 1.00000024}",True,8.92645826,index_geometry_repair,pass,auto_rule_v1,preferred_index_geometry_repair_passed,index_geometry_repair,1.00000024
1.0,0.99995922,0.0,RUNMC_Case19,1,,"{""axial_continuity"": 1.0, ""body_support_overlap"": 0.99995922, ""boundary_contact"": 0.0, ""candidate_available"": true, ""component_count"": 1, ""foreground_in_fov"": true, ""foreground_nonempty"": true, ""normalized_centroid_distance"": 0.02217558, ""qc_pass"": true, ""score"": 8.96778364, ""volume_retention"": 1.0}",True,8.96778364,0.02217558,"{""axial_continuity"": 1.0, ""body_support_overlap"": 0.99995922, ""boundary_contact"": 0.0, ""candidate_available"": true, ""component_count"": 1, ""foreground_in_fov"": true, ""foreground_nonempty"": true, ""normalized_centroid_distance"": 0.02490497, ""qc_pass"": true, ""score"": 8.96505425, ""volume_retention"": 1.0}",True,8.96505425,index_geometry_repair,pass,auto_rule_v1,preferred_index_geometry_repair_passed,index_geometry_repair,1.0
1.0,1.0,0.0,RUNMC_Case20,1,,"{""axial_continuity"": 1.0, ""body_support_overlap"": 1.0, ""boundary_contact"": 0.0, ""candidate_available"": true, ""component_count"": 1, ""foreground_in_fov"": true, ""foreground_nonempty"": true, ""normalized_centroid_distance"": 0.01267305, ""qc_pass"": true, ""score"": 8.97732695, ""volume_retention"": 1.0}",True,8.97732695,0.01267305,"{""axial_continuity"": 1.0, ""body_support_overlap"": 0.99997925, ""boundary_contact"": 0.0, ""candidate_available"": true, ""component_count"": 1, ""foreground_in_fov"": true, ""foreground_nonempty"": true, ""normalized_centroid_distance"": 0.01053535, ""qc_pass"": true, ""score"": 8.9794439, ""volume_retention"": 1.0}",True,8.9794439,index_geometry_repair,pass,auto_rule_v1,preferred_index_geometry_repair_passed,index_geometry_repair,1.0
1.0,1.0,0.0,RUNMC_Case21,1,,"{""axial_continuity"": 1.0, ""body_support_overlap"": 1.0, ""boundary_contact"": 0.0, ""candidate_available"": true, ""component_count"": 1, ""foreground_in_fov"": true, ""foreground_nonempty"": true, ""normalized_centroid_distance"": 0.01153986, ""qc_pass"": true, ""score"": 8.97846014, ""volume_retention"": 1.0}",True,8.97846014,0.01153986,"{""axial_continuity"": 1.0, ""body_support_overlap"": 1.0, ""boundary_contact"": 0.0, ""candidate_available"": true, ""component_count"": 1, ""foreground_in_fov"": true, ""foreground_nonempty"": true, ""normalized_centroid_distance"": 0.00935532, ""qc_pass"": true, ""score"": 8.98064468, ""volume_retention"": 1.0}",True,8.98064468,index_geometry_repair,pass,auto_rule_v1,preferred_index_geometry_repair_passed,index_geometry_repair,1.0
1.0,1.0,0.0,RUNMC_Case22,1,,"{""axial_continuity"": 1.0, ""body_support_overlap"": 1.0, ""boundary_contact"": 0.0, ""candidate_available"": true, ""component_count"": 1, ""foreground_in_fov"": true, ""foreground_nonempty"": true, ""normalized_centroid_distance"": 0.02426076, ""qc_pass"": true, ""score"": 8.96573924, ""volume_retention"": 1.0}",True,8.96573924,0.02426076,"{""axial_continuity"": 1.0, ""body_support_overlap"": 1.0, ""boundary_contact"": 0.0, ""candidate_available"": true, ""component_count"": 1, ""foreground_in_fov"": true, ""foreground_nonempty"": true, ""normalized_centroid_distance"": 0.022298, ""qc_pass"": true, ""score"": 8.967702, ""volume_retention"": 1.0}",True,8.967702,index_geometry_repair,pass,auto_rule_v1,preferred_index_geometry_repair_passed,index_geometry_repair,1.0
1.0,0.99995401,0.02149756,RUNMC_Case23,1,,"{""axial_continuity"": 1.0, ""body_support_overlap"": 0.99995401, ""boundary_contact"": 0.02149756, ""candidate_available"": true, ""component_count"": 1, ""foreground_in_fov"": true, ""foreground_nonempty"": true, ""normalized_centroid_distance"": 0.03713648, ""qc_pass"": true, ""score"": 8.93131997, ""volume_retention"": 1.0}",True,8.93131997,0.03713648,"{""axial_continuity"": 1.0, ""body_support_overlap"": 0.99995401, ""boundary_contact"": 0.01031184, ""candidate_available"": true, ""component_count"": 1, ""foreground_in_fov"": true, ""foreground_nonempty"": true, ""normalized_centroid_distance"": 0.038545, ""qc_pass"": true, ""score"": 8.94109717, ""volume_retention"": 1.0}",True,8.94109717,index_geometry_repair,pass,auto_rule_v1,preferred_index_geometry_repair_passed,index_geometry_repair,1.0
1.0,1.0,0.0,RUNMC_Case24,1,,"{""axial_continuity"": 1.0, ""body_support_overlap"": 1.0, ""boundary_contact"": 0.0, ""candidate_available"": true, ""component_count"": 1, ""foreground_in_fov"": true, ""foreground_nonempty"": true, ""normalized_centroid_distance"": 0.00526162, ""qc_pass"": true, ""score"": 8.98473838, ""volume_retention"": 1.0}",True,8.98473838,0.00526162,"{""axial_continuity"": 1.0, ""body_support_overlap"": 1.0, ""boundary_contact"": 0.0, ""candidate_available"": true, ""component_count"": 1, ""foreground_in_fov"": true, ""foreground_nonempty"": true, ""normalized_centroid_distance"": 0.00777255, ""qc_pass"": true, ""score"": 8.98222745, ""volume_retention"": 1.0}",True,8.98222745,index_geometry_repair,pass,auto_rule_v1,preferred_index_geometry_repair_passed,index_geometry_repair,1.0
1.0,0.99998958,0.0,RUNMC_Case25,1,,"{""axial_continuity"": 1.0, ""body_support_overlap"": 0.99998958, ""boundary_contact"": 0.0, ""candidate_available"": true, ""component_count"": 1, ""foreground_in_fov"": true, ""foreground_nonempty"": true, ""normalized_centroid_distance"": 0.02073678, ""qc_pass"": true, ""score"": 8.96925281, ""volume_retention"": 1.0}",True,8.96925281,0.02073678,"{""axial_continuity"": 1.0, ""body_support_overlap"": 0.99995833, ""boundary_contact"": 0.00523015, ""candidate_available"": true, ""component_count"": 1, ""foreground_in_fov"": true, ""foreground_nonempty"": true, ""normalized_centroid_distance"": 0.0223024, ""qc_pass"": true, ""score"": 8.96242578, ""volume_retention"": 1.0}",True,8.96242578,index_geometry_repair,pass,auto_rule_v1,preferred_index_geometry_repair_passed,index_geometry_repair,1.0
1.0,1.0,0.0,RUNMC_Case26,1,,"{""axial_continuity"": 1.0, ""body_support_overlap"": 1.0, ""boundary_contact"": 0.0, ""candidate_available"": true, ""component_count"": 1, ""foreground_in_fov"": true, ""foreground_nonempty"": true, ""normalized_centroid_distance"": 0.00368489, ""qc_pass"": true, ""score"": 8.98631511, ""volume_retention"": 1.0}",True,8.98631511,0.00368489,"{""axial_continuity"": 1.0, ""body_support_overlap"": 0.99998705, ""boundary_contact"": 0.0, ""candidate_available"": true, ""component_count"": 1, ""foreground_in_fov"": true, ""foreground_nonempty"": true, ""normalized_centroid_distance"": 0.00653455, ""qc_pass"": true, ""score"": 8.98345251, ""volume_retention"": 1.0}",True,8.98345251,index_geometry_repair,pass,auto_rule_v1,preferred_index_geometry_repair_passed,index_geometry_repair,1.0
1.0,1.0,0.03483905,RUNMC_Case27,1,,"{""axial_continuity"": 1.0, ""body_support_overlap"": 1.0, ""boundary_contact"": 0.03483905, ""candidate_available"": true, ""component_count"": 1, ""foreground_in_fov"": true, ""foreground_nonempty"": true, ""normalized_centroid_distance"": 0.02170466, ""qc_pass"": true, ""score"": 8.93345629, ""volume_retention"": 1.0}",True,8.93345629,0.02170466,"{""axial_continuity"": 1.0, ""body_support_overlap"": 1.0, ""boundary_contact"": 0.03483905, ""candidate_available"": true, ""component_count"": 1, ""foreground_in_fov"": true, ""foreground_nonempty"": true, ""normalized_centroid_distance"": 0.0195337, ""qc_pass"": true, ""score"": 8.93562725, ""volume_retention"": 1.0}",True,8.93562725,index_geometry_repair,pass,auto_rule_v1,preferred_index_geometry_repair_passed,index_geometry_repair,1.0
1.0,0.99998512,0.00876619,RUNMC_Case28,1,,"{""axial_continuity"": 1.0, ""body_support_overlap"": 0.99998512, ""boundary_contact"": 0.00876619, ""candidate_available"": true, ""component_count"": 1, ""foreground_in_fov"": true, ""foreground_nonempty"": true, ""normalized_centroid_distance"": 0.02046473, ""qc_pass"": true, ""score"": 8.96075413, ""volume_retention"": 0.99999993}",True,8.96075413,0.02046473,"{""axial_continuity"": 1.0, ""body_support_overlap"": 0.99998538, ""boundary_contact"": 0.0, ""candidate_available"": true, ""component_count"": 1, ""foreground_in_fov"": true, ""foreground_nonempty"": true, ""normalized_centroid_distance"": 0.02376568, ""qc_pass"": true, ""score"": 8.94863024, ""volume_retention"": 1.01790438}",True,8.94863024,index_geometry_repair,pass,auto_rule_v1,preferred_index_geometry_repair_passed,index_geometry_repair,0.99999993
1.0,0.99997477,0.0,RUNMC_Case29,1,,"{""axial_continuity"": 1.0, ""body_support_overlap"": 0.99997477, ""boundary_contact"": 0.0, ""candidate_available"": true, ""component_count"": 1, ""foreground_in_fov"": true, ""foreground_nonempty"": true, ""normalized_centroid_distance"": 0.0056471, ""qc_pass"": true, ""score"": 8.98432767, ""volume_retention"": 1.0}",True,8.98432767,0.0056471,"{""axial_continuity"": 1.0, ""body_support_overlap"": 0.99997477, ""boundary_contact"": 0.0, ""candidate_available"": true, ""component_count"": 1, ""foreground_in_fov"": true, ""foreground_nonempty"": true, ""normalized_centroid_distance"": 0.00439534, ""qc_pass"": true, ""score"": 8.98557942, ""volume_retention"": 1.0}",True,8.98557942,index_geometry_repair,pass,auto_rule_v1,preferred_index_geometry_repair_passed,index_geometry_repair,1.0
